months_as_customer,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported,days_to_claim
266,1999-12-07,250/500,500,1611.83,0,High School,handlers-cleaners,0,0,Single Vehicle Collision,Total Loss,Police,4,NO,1,2,YES,3280,3280,26240,N,5505
350,2005-07-01,500/1000,500,889.13,0,Masters,priv-house-serv,0,0,Multi-vehicle Collision,Total Loss,Police,14,NO,0,2,NO,9820,4910,29460,N,3527
97,1991-11-04,250/500,1000,1252.08,0,College,exec-managerial,0,0,Multi-vehicle Collision,Major Damage,Other,4,YES,2,2,NO,10080,5040,35280,Y,8497
399,1993-04-14,500/1000,2000,995.56,0,JD,tech-support,0,-65400,Multi-vehicle Collision,Total Loss,Police,23,YES,1,1,YES,17680,8840,61880,N,7969
305,2009-08-23,100/300,2000,1347.92,0,High School,farming-fishing,0,-42100,Multi-vehicle Collision,Total Loss,Fire,21,YES,0,2,NO,12100,6050,48400,N,2004
276,1993-06-18,100/300,1000,1724.09,0,PhD,craft-repair,0,0,Multi-vehicle Collision,Minor Damage,Police,23,YES,0,0,NO,5980,11960,47840,N,7878
257,2012-07-17,250/500,500,1379.93,0,MD,armed-forces,0,0,Multi-vehicle Collision,Major Damage,Other,6,NO,0,2,YES,9420,4710,37680,Y,929
78,1999-01-25,250/500,1000,1554.64,4000000,PhD,protective-serv,0,-27900,Single Vehicle Collision,Major Damage,Other,21,NO,1,0,NO,5060,10120,40480,Y,5853
129,1990-02-23,500/1000,1000,1377.94,0,Masters,machine-op-inspct,0,0,Single Vehicle Collision,Major Damage,Fire,23,NO,2,3,NO,9920,4960,29760,N,9129
283,2000-08-30,500/1000,2000,1313.33,0,PhD,transport-moving,53500,-73600,Multi-vehicle Collision,Major Damage,Ambulance,3,NO,1,3,NO,7060,14120,56480,Y,5245
85,2008-09-03,250/500,500,1259.02,0,JD,tech-support,67000,-53600,Parked Car,Trivial Damage,,8,NO,2,2,NO,940,940,3760,N,2357
101,1991-08-02,500/1000,1000,1371.88,0,MD,prof-specialty,0,0,Parked Car,Trivial Damage,,4,NO,2,2,NO,580,580,2030,N,8587
96,2001-09-25,100/300,500,1399.27,6000000,College,prof-specialty,38900,-48700,Single Vehicle Collision,Total Loss,Fire,22,NO,0,0,YES,0,6680,46760,N,4900
121,2007-03-11,500/1000,1000,1061.98,6000000,JD,armed-forces,0,0,Single Vehicle Collision,Minor Damage,Police,16,NO,0,1,YES,7250,7250,50750,N,2884
176,2010-11-20,250/500,500,1365.46,4000000,College,armed-forces,0,-56600,Multi-vehicle Collision,Minor Damage,Fire,14,NO,2,1,NO,4920,4920,34440,N,1538
159,1998-08-28,500/1000,1000,894.4,0,Associate,tech-support,0,-53700,Single Vehicle Collision,Total Loss,Police,13,YES,2,0,NO,7810,7810,54670,N,5976
120,2002-07-16,250/500,500,956.69,0,Associate,priv-house-serv,39600,-64300,Single Vehicle Collision,Minor Damage,Other,20,NO,1,1,YES,8710,8710,69680,N,4588
212,1990-04-29,500/1000,2000,1123.89,0,MD,priv-house-serv,35400,-49200,Multi-vehicle Collision,Total Loss,Fire,0,NO,1,3,NO,4580,4580,41220,N,9033
290,1998-02-01,100/300,500,1085.03,0,JD,sales,0,-61000,Multi-vehicle Collision,Total Loss,Police,23,YES,2,2,NO,12960,6480,45360,Y,6237
299,2008-07-20,100/300,2000,1437.33,0,Associate,craft-repair,25000,0,Single Vehicle Collision,Minor Damage,Other,13,YES,1,3,NO,12800,12800,44800,N,2410
66,1998-11-13,250/500,1000,988.29,0,College,armed-forces,0,0,Single Vehicle Collision,Major Damage,Police,8,NO,2,2,YES,0,10520,47340,Y,5925
334,2001-05-24,500/1000,500,1238.89,0,Masters,protective-serv,0,0,Vehicle Theft,Minor Damage,,3,NO,0,3,NO,960,960,4320,N,5000
216,2014-06-03,100/300,1000,1384.64,5000000,Associate,tech-support,0,0,Single Vehicle Collision,Total Loss,Police,16,NO,2,3,NO,16650,11100,38850,Y,220
86,1991-08-22,100/300,2000,1595.07,0,PhD,transport-moving,75800,0,Single Vehicle Collision,Minor Damage,Police,19,YES,0,2,YES,11820,11820,47280,N,8586
429,1998-12-12,250/500,1000,1127.89,6000000,Associate,machine-op-inspct,67400,-43800,Single Vehicle Collision,Minor Damage,Ambulance,0,YES,2,0,YES,6580,6580,26320,N,5891
257,1999-02-18,500/1000,2000,929.7,6000000,PhD,handlers-cleaners,46400,-74300,Single Vehicle Collision,Total Loss,Other,12,NO,2,2,YES,10540,5270,47430,N,5809
15,1997-10-30,100/300,1000,1829.63,0,JD,tech-support,56700,0,Multi-vehicle Collision,Total Loss,Other,21,YES,1,0,NO,12300,6150,49200,N,6305
230,1999-11-29,100/300,1000,904.7,7000000,MD,craft-repair,68600,-22300,Single Vehicle Collision,Major Damage,Fire,0,NO,1,3,NO,14840,14840,44520,Y,5559
250,2013-07-07,500/1000,1000,1243.84,0,JD,tech-support,47900,-73400,Single Vehicle Collision,Minor Damage,Other,22,YES,1,3,NO,12980,12980,38940,N,572
270,2003-07-05,500/1000,2000,1030.95,0,Associate,machine-op-inspct,47200,0,Multi-vehicle Collision,Major Damage,Ambulance,20,NO,1,0,NO,7180,3590,25130,Y,4231
65,2005-09-21,100/300,500,1285.03,3000000,High School,craft-repair,0,-41500,Single Vehicle Collision,Minor Damage,Fire,0,NO,1,3,NO,5220,10440,36540,N,3422
475,1995-02-18,100/300,500,1216.56,0,Masters,adm-clerical,67400,-83200,Single Vehicle Collision,Minor Damage,Police,20,NO,0,2,NO,6500,13000,58500,N,7287
77,1999-04-07,500/1000,2000,966.26,0,High School,adm-clerical,56400,-32800,Multi-vehicle Collision,Minor Damage,Ambulance,1,YES,0,0,NO,6720,6720,53760,N,5784
256,2014-12-13,100/300,500,1203.17,0,MD,prof-specialty,56700,-65600,Single Vehicle Collision,Total Loss,Fire,11,NO,0,0,NO,11500,5750,46000,N,55
229,1997-06-01,250/500,2000,1212.12,0,MD,craft-repair,65600,0,Multi-vehicle Collision,Major Damage,Other,14,YES,1,1,YES,11460,5730,51570,N,6451
110,2013-07-13,250/500,1000,1573.93,0,College,other-service,30400,0,Multi-vehicle Collision,Minor Damage,Police,20,YES,0,2,NO,10840,10840,43360,N,543
177,2002-12-30,100/300,1000,1609.67,0,College,adm-clerical,0,-13200,Single Vehicle Collision,Major Damage,Ambulance,22,NO,1,3,NO,20700,13800,48300,Y,4404
292,1997-02-28,500/1000,500,1097.57,0,PhD,priv-house-serv,0,0,Single Vehicle Collision,Total Loss,Other,12,NO,1,0,YES,6170,6170,49360,N,6574
451,1998-06-18,250/500,2000,1618.65,2000000,Associate,transport-moving,0,-42600,Multi-vehicle Collision,Major Damage,Ambulance,3,YES,2,1,YES,15620,7810,54670,Y,6075
61,1996-02-08,100/300,500,922.67,0,College,priv-house-serv,47400,0,Multi-vehicle Collision,Major Damage,Ambulance,15,YES,2,1,NO,9360,9360,46800,Y,6913
150,2004-11-17,100/300,1000,1342.02,0,MD,prof-specialty,0,0,Parked Car,Trivial Damage,,8,YES,0,2,NO,450,450,3600,N,3755
283,2012-10-25,100/300,500,1195.01,0,Associate,sales,60700,-54300,Multi-vehicle Collision,Major Damage,Other,13,NO,0,2,NO,0,6100,36600,Y,805
291,2006-04-13,500/1000,1000,994.74,0,High School,adm-clerical,0,-55300,Parked Car,Minor Damage,Police,8,NO,2,2,YES,620,620,4340,Y,3209
162,2006-02-21,100/300,1000,1050.24,0,Masters,adm-clerical,30700,0,Parked Car,Minor Damage,,7,NO,0,0,NO,360,720,2520,Y,3292
154,2003-12-17,250/500,2000,1313.51,7000000,Masters,exec-managerial,68500,0,Vehicle Theft,Trivial Damage,,9,NO,2,0,NO,280,280,2240,N,4066
289,1999-07-31,500/1000,2000,1102.29,0,Associate,adm-clerical,73000,-37900,Single Vehicle Collision,Minor Damage,Ambulance,15,NO,1,0,YES,6000,6000,42000,N,5663
10,2014-08-05,250/500,1000,1185.78,0,JD,craft-repair,0,-60700,Single Vehicle Collision,Minor Damage,Police,5,NO,0,2,NO,4450,8900,35600,Y,180
309,2011-06-05,500/1000,500,1527.95,0,PhD,exec-managerial,69400,0,Multi-vehicle Collision,Major Damage,Other,15,YES,0,1,NO,15560,15560,46680,N,1357
396,1992-10-11,100/300,1000,1366.39,0,High School,protective-serv,0,-22400,Multi-vehicle Collision,Major Damage,Other,22,YES,2,1,NO,11680,5840,35040,N,8146
273,2010-02-17,500/1000,1000,1403.9,0,PhD,farming-fishing,0,0,Multi-vehicle Collision,Total Loss,Police,16,NO,1,2,YES,4010,8020,32080,N,1809
129,2007-05-06,500/1000,2000,927.23,0,PhD,sales,51500,0,Single Vehicle Collision,Total Loss,Other,7,NO,1,3,NO,13520,6760,54080,N,2809
140,1997-05-01,250/500,2000,1554.86,6000000,JD,armed-forces,59000,0,Parked Car,Minor Damage,,2,YES,1,2,NO,680,680,4760,Y,6500
419,1998-01-28,500/1000,2000,736.07,6000000,College,transport-moving,45700,0,Multi-vehicle Collision,Minor Damage,Police,17,NO,0,0,YES,5190,10380,46710,N,6216
315,1993-05-05,250/500,1000,974.16,6000000,Masters,sales,0,-56800,Multi-vehicle Collision,Total Loss,Other,12,NO,1,0,YES,4860,4860,17010,N,7948
72,1994-08-06,500/1000,500,973.8,0,Associate,craft-repair,0,-85900,Single Vehicle Collision,Major Damage,Ambulance,9,NO,1,0,NO,6620,6620,52960,N,7468
32,2014-11-14,100/300,2000,1260.32,6000000,JD,other-service,0,-79800,Single Vehicle Collision,Total Loss,Fire,16,NO,1,2,NO,9100,4550,31850,N,106
230,1991-12-14,100/300,1000,1464.03,0,JD,transport-moving,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,19,NO,2,0,NO,4420,4420,44200,N,8457
157,2009-10-21,100/300,2000,617.11,0,College,other-service,0,-54100,Multi-vehicle Collision,Major Damage,Other,14,NO,1,2,NO,10160,5080,35560,Y,1899
265,1997-09-29,250/500,2000,1724.46,6000000,Associate,craft-repair,81800,0,Multi-vehicle Collision,Total Loss,Police,18,NO,1,3,NO,4420,4420,35360,N,6315
47,2003-12-31,500/1000,500,1161.31,0,PhD,exec-managerial,64800,-24300,Single Vehicle Collision,Minor Damage,Police,23,YES,1,3,NO,11440,5720,45760,N,4025
113,2008-01-01,250/500,2000,1091.73,0,PhD,exec-managerial,36100,-42300,Multi-vehicle Collision,Minor Damage,Other,15,NO,0,2,YES,5550,5550,38850,Y,2561
289,2004-05-31,250/500,2000,1209.07,0,JD,armed-forces,0,0,Single Vehicle Collision,Minor Damage,Ambulance,18,YES,0,1,YES,6270,6270,43890,Y,3925
254,2013-12-18,250/500,2000,1241.04,0,Masters,protective-serv,0,0,Single Vehicle Collision,Minor Damage,Police,16,NO,2,2,YES,18220,18220,63770,N,382
115,2000-08-24,500/1000,500,1757.21,0,High School,prof-specialty,46400,0,Multi-vehicle Collision,Minor Damage,Fire,12,NO,1,0,YES,5460,5460,38220,N,5275
236,1992-10-14,250/500,1000,802.24,0,College,other-service,0,-62500,Single Vehicle Collision,Major Damage,Ambulance,16,NO,0,1,NO,16710,5570,44560,N,8167
7,1991-11-16,500/1000,1000,1342.72,0,Associate,machine-op-inspct,0,-45300,Single Vehicle Collision,Total Loss,Other,21,NO,1,2,NO,6940,6940,48580,N,8487
208,1995-10-08,100/300,2000,1209.41,5000000,JD,machine-op-inspct,0,0,Multi-vehicle Collision,Total Loss,Other,15,YES,0,1,NO,11420,11420,39970,N,7071
126,2007-10-28,500/1000,1000,1141.71,2000000,JD,priv-house-serv,36700,-73400,Single Vehicle Collision,Major Damage,Ambulance,21,YES,1,2,NO,6770,6770,40620,N,2625
48,2008-05-16,100/300,500,1090.03,0,JD,exec-managerial,0,-51000,Single Vehicle Collision,Major Damage,Ambulance,1,YES,0,2,NO,9680,4840,33880,N,2450
297,2009-06-22,250/500,1000,1464.73,3000000,PhD,exec-managerial,54900,-36700,Multi-vehicle Collision,Total Loss,Fire,17,NO,0,0,NO,5720,5720,40040,N,2043
160,2012-05-10,100/300,1000,1118.58,0,High School,prof-specialty,0,-36600,Multi-vehicle Collision,Total Loss,Fire,5,NO,2,1,NO,5170,10340,36190,N,987
406,2003-10-02,250/500,2000,1117.04,0,MD,exec-managerial,0,-42700,Multi-vehicle Collision,Total Loss,Other,15,NO,1,2,NO,10920,5460,49140,N,4109
157,1990-08-02,500/1000,500,1257.83,7000000,High School,farming-fishing,40700,-41600,Multi-vehicle Collision,Major Damage,Other,2,NO,2,2,NO,4770,9540,33390,Y,8962
146,1997-09-16,250/500,2000,1082.72,0,PhD,machine-op-inspct,61400,-57500,Vehicle Theft,Minor Damage,,3,YES,2,0,NO,580,580,4060,N,6330
409,1995-07-29,100/300,1000,1191.8,6000000,High School,protective-serv,55600,0,Single Vehicle Collision,Major Damage,Other,19,NO,1,0,NO,6110,12220,54990,N,7101
252,2005-09-06,100/300,1000,1242.02,0,Masters,adm-clerical,0,-28800,Single Vehicle Collision,Minor Damage,Fire,17,YES,0,2,YES,14980,7490,52430,N,3442
6,1992-08-05,250/500,500,1075.71,0,High School,prof-specialty,0,-47400,Vehicle Theft,Trivial Damage,Police,7,NO,0,1,YES,580,290,2320,N,8231
103,1993-01-22,100/300,1000,969.88,6000000,MD,armed-forces,0,0,Single Vehicle Collision,Minor Damage,Ambulance,21,NO,1,0,YES,12820,6410,57690,N,8034
369,1995-05-20,250/500,2000,1459.93,0,Masters,priv-house-serv,0,0,Multi-vehicle Collision,Total Loss,Police,10,YES,1,3,NO,7090,14180,56720,N,7205
261,1992-09-24,500/1000,1000,1245.61,0,MD,transport-moving,0,0,Single Vehicle Collision,Total Loss,Fire,11,YES,1,0,NO,9180,9180,41310,N,8176
159,2007-07-20,100/300,2000,1462.76,0,College,craft-repair,69200,-36900,Multi-vehicle Collision,Major Damage,Ambulance,23,YES,2,0,NO,8160,4080,32640,Y,2776
344,1992-04-28,100/300,2000,1398.46,0,Associate,sales,0,0,Single Vehicle Collision,Minor Damage,Ambulance,14,NO,0,2,NO,7530,15060,60240,N,8315
437,1998-01-19,500/1000,1000,1269.64,0,College,armed-forces,48800,0,Single Vehicle Collision,Minor Damage,Other,10,NO,1,3,NO,7680,15360,61440,Y,6235
65,2009-09-08,100/300,500,1455.65,4000000,College,transport-moving,0,-66300,Multi-vehicle Collision,Total Loss,Fire,6,NO,2,3,NO,15960,7980,55860,N,1986
280,1994-12-18,500/1000,2000,1140.31,0,MD,adm-clerical,29300,-64700,Multi-vehicle Collision,Minor Damage,Police,10,NO,0,3,YES,9640,9640,33740,N,7377
269,1996-08-23,500/1000,500,1330.46,0,High School,machine-op-inspct,54800,-64100,Multi-vehicle Collision,Total Loss,Police,5,NO,0,0,NO,2200,4400,17600,N,6722
275,1991-11-20,250/500,2000,1190.6,0,Masters,exec-managerial,0,-45300,Single Vehicle Collision,Minor Damage,Fire,17,NO,1,3,YES,7860,7860,27510,N,8448
265,1998-10-28,250/500,500,972.5,0,College,exec-managerial,0,0,Vehicle Theft,Trivial Damage,,3,NO,2,3,NO,290,580,2320,N,5927
283,1997-07-14,100/300,2000,1161.91,0,Associate,adm-clerical,0,-50400,Parked Car,Minor Damage,,9,NO,0,3,NO,1300,650,3900,N,6396
84,2003-04-09,250/500,1000,1117.17,0,High School,machine-op-inspct,0,-29900,Parked Car,Trivial Damage,Police,6,YES,2,0,YES,620,1240,4960,N,4327
247,1992-02-04,250/500,2000,1101.51,0,College,farming-fishing,64000,0,Multi-vehicle Collision,Minor Damage,Fire,22,NO,2,2,NO,11580,11580,46320,N,8408
56,2006-06-29,100/300,1000,1523.17,0,Masters,prof-specialty,0,0,Multi-vehicle Collision,Major Damage,Fire,10,NO,1,2,YES,7880,15760,70920,N,3159
210,1997-06-21,500/1000,1000,984.45,0,Associate,armed-forces,0,0,Vehicle Theft,Minor Damage,,4,YES,1,2,NO,780,780,6240,N,6404
108,2006-09-07,500/1000,2000,1257.0,4000000,High School,machine-op-inspct,63900,-43700,Single Vehicle Collision,Total Loss,Other,23,NO,1,3,NO,5570,11140,44560,N,3048
328,2001-10-01,500/1000,500,1434.51,0,Masters,transport-moving,0,0,Single Vehicle Collision,Total Loss,Police,19,NO,0,2,YES,8930,8930,53580,N,4893
186,2009-02-20,250/500,2000,1628.0,0,JD,priv-house-serv,0,0,Single Vehicle Collision,Total Loss,Ambulance,22,YES,1,2,YES,11120,5560,38920,N,2168
277,2001-06-26,500/1000,500,1412.31,0,High School,priv-house-serv,0,0,Vehicle Theft,Trivial Damage,Police,6,NO,1,3,NO,1000,500,3500,N,4968
138,1997-01-18,250/500,500,1362.87,5000000,JD,exec-managerial,56900,-56900,Single Vehicle Collision,Minor Damage,Other,6,NO,2,0,NO,14740,14740,66330,N,6611
208,2014-06-24,100/300,1000,1134.68,0,College,tech-support,0,0,Single Vehicle Collision,Major Damage,Ambulance,18,NO,2,2,NO,6930,13860,48510,N,210
147,1992-10-02,250/500,1000,1306.78,0,MD,prof-specialty,0,0,Single Vehicle Collision,Total Loss,Ambulance,22,NO,1,0,NO,13520,20280,47320,N,8139
8,2012-10-09,500/1000,500,1021.9,0,High School,handlers-cleaners,0,0,Single Vehicle Collision,Major Damage,Other,21,NO,0,0,NO,14040,14040,63180,N,849
297,1993-02-10,100/300,1000,1538.6,0,MD,other-service,0,-54700,Single Vehicle Collision,Minor Damage,Fire,12,NO,0,0,NO,6060,12120,42420,N,8005
150,1994-09-28,500/1000,1000,1354.5,0,Masters,machine-op-inspct,52800,0,Multi-vehicle Collision,Major Damage,Ambulance,6,NO,0,3,YES,6480,12960,45360,Y,7401
4,2003-05-24,500/1000,500,1282.93,0,College,exec-managerial,0,0,Multi-vehicle Collision,Major Damage,Police,0,NO,0,0,NO,6080,12160,48640,Y,4282
210,1991-12-25,500/1000,1000,1346.27,0,Masters,farming-fishing,44900,-91400,Single Vehicle Collision,Total Loss,Ambulance,11,NO,0,2,NO,5820,5820,46560,N,8410
91,1999-09-18,100/300,1000,1338.4,4000000,High School,priv-house-serv,63600,0,Single Vehicle Collision,Minor Damage,Police,19,NO,1,0,NO,6730,6730,47110,N,5639
167,1994-02-03,100/300,1000,949.44,0,Masters,exec-managerial,0,-38400,Multi-vehicle Collision,Major Damage,Ambulance,22,NO,0,0,NO,8710,8710,52260,Y,7655
467,2003-01-18,500/1000,2000,977.4,0,Masters,transport-moving,82200,0,Single Vehicle Collision,Total Loss,Fire,2,YES,2,3,NO,5570,11140,38990,N,4368
264,2005-03-07,250/500,2000,1181.46,10000000,JD,transport-moving,0,-67400,Multi-vehicle Collision,Total Loss,Ambulance,16,YES,1,2,YES,5670,5670,51030,N,3629
270,2003-08-23,500/1000,500,1187.53,0,PhD,priv-house-serv,83200,-53300,Multi-vehicle Collision,Total Loss,Other,23,NO,0,0,YES,9880,0,44460,N,4203
310,2002-07-11,100/300,1000,845.16,0,Masters,priv-house-serv,0,0,Single Vehicle Collision,Major Damage,Police,21,YES,1,0,NO,6130,6130,42910,Y,4612
143,2014-03-19,100/300,500,1442.27,0,College,priv-house-serv,67900,0,Single Vehicle Collision,Minor Damage,Other,10,NO,2,3,YES,11700,5850,40950,N,335
146,1993-12-06,100/300,2000,1276.43,0,Associate,priv-house-serv,0,0,Single Vehicle Collision,Major Damage,Fire,12,NO,0,3,NO,6660,6660,46620,N,7735
102,1999-08-29,250/500,500,1075.41,0,MD,machine-op-inspct,55200,0,Single Vehicle Collision,Total Loss,Police,6,NO,1,0,NO,7340,7340,58720,N,5649
61,2007-03-09,100/300,500,1111.72,0,JD,exec-managerial,54600,0,Single Vehicle Collision,Major Damage,Fire,6,NO,1,2,NO,4650,4650,32550,N,2910
255,2004-01-03,500/1000,2000,814.96,6000000,PhD,priv-house-serv,68500,0,Parked Car,Trivial Damage,Police,7,NO,2,2,NO,640,1280,4480,Y,4051
211,1991-04-25,500/1000,1000,1575.86,0,PhD,other-service,0,0,Vehicle Theft,Trivial Damage,Police,3,NO,1,1,NO,580,290,2320,N,8663
61,1995-03-14,250/500,1000,1115.27,0,JD,handlers-cleaners,0,-66000,Parked Car,Trivial Damage,,10,YES,2,1,YES,590,590,4720,N,7233
108,2005-12-09,500/1000,2000,1175.7,0,Masters,protective-serv,0,0,Single Vehicle Collision,Total Loss,Fire,14,NO,0,2,NO,6370,6370,44590,N,3359
303,2001-12-25,100/300,500,793.15,0,MD,tech-support,54600,-45500,Multi-vehicle Collision,Total Loss,Other,17,NO,0,3,NO,13660,13660,54640,N,4768
152,1999-11-14,250/500,500,942.51,0,PhD,transport-moving,0,0,Single Vehicle Collision,Major Damage,Fire,16,YES,0,0,NO,6400,19200,44800,Y,5556
120,2001-10-27,500/1000,1000,1056.71,0,JD,protective-serv,77900,0,Parked Car,Minor Damage,,3,NO,2,1,NO,580,580,2610,N,4833
144,1993-10-31,500/1000,2000,1255.68,6000000,Associate,sales,23600,-15600,Parked Car,Minor Damage,,7,NO,0,0,NO,740,1480,5180,N,7780
414,2003-02-13,500/1000,500,1335.13,0,High School,farming-fishing,44000,-71000,Single Vehicle Collision,Total Loss,Police,13,YES,1,1,NO,6090,6090,42630,Y,4346
163,2004-03-06,250/500,500,1178.95,6000000,JD,priv-house-serv,0,-67300,Single Vehicle Collision,Total Loss,Fire,20,YES,2,3,YES,4940,9880,34580,N,3968
352,2013-07-12,250/500,500,1793.16,0,Associate,tech-support,0,0,Single Vehicle Collision,Minor Damage,Fire,23,YES,2,2,NO,12500,6250,50000,N,552
27,2014-08-27,100/300,500,1008.38,0,PhD,adm-clerical,37900,0,Single Vehicle Collision,Total Loss,Ambulance,11,NO,1,0,NO,12300,6150,43050,N,158
239,1990-06-22,100/300,500,1396.83,0,Masters,other-service,0,0,Multi-vehicle Collision,Major Damage,Ambulance,0,NO,0,3,NO,6990,13980,55920,N,8964
33,2008-03-07,100/300,500,1402.78,5000000,PhD,other-service,70300,-50300,Single Vehicle Collision,Minor Damage,Ambulance,2,YES,0,1,NO,6230,12460,37380,N,2523
88,1992-08-05,100/300,1000,1437.88,0,College,transport-moving,42800,-51200,Single Vehicle Collision,Total Loss,Fire,3,NO,2,0,YES,14000,0,42000,N,8239
101,1991-09-03,500/1000,1000,1313.64,0,College,priv-house-serv,12100,0,Parked Car,Trivial Damage,,3,YES,1,0,NO,780,390,3120,N,8561
20,2011-09-02,250/500,500,1482.14,0,Associate,transport-moving,33000,-43600,Multi-vehicle Collision,Total Loss,Other,15,NO,2,1,NO,6750,6750,47250,N,1269
126,2012-10-06,250/500,2000,1171.75,0,Associate,machine-op-inspct,46500,-42700,Single Vehicle Collision,Minor Damage,Other,23,NO,2,3,NO,4430,4430,39870,N,847
264,2014-01-18,500/1000,2000,1353.33,0,Associate,adm-clerical,0,-8500,Multi-vehicle Collision,Minor Damage,Police,9,YES,2,0,NO,17300,17300,60550,N,390
78,1992-03-22,100/300,500,1175.51,0,Masters,craft-repair,0,0,Vehicle Theft,Minor Damage,Police,20,NO,0,1,YES,680,680,6120,N,8325
123,2012-12-03,100/300,2000,1836.02,0,Masters,transport-moving,38000,-41200,Single Vehicle Collision,Major Damage,Ambulance,5,NO,2,1,YES,13300,6650,59850,Y,759
347,1996-10-18,500/1000,500,1480.79,9000000,MD,priv-house-serv,0,-12100,Single Vehicle Collision,Total Loss,Other,15,YES,0,2,NO,8630,17260,77670,N,6655
163,1997-10-02,500/1000,2000,1453.92,0,PhD,other-service,51700,0,Single Vehicle Collision,Minor Damage,Ambulance,13,YES,2,3,NO,15900,7950,55650,N,6351
271,2008-03-18,250/500,500,1340.71,0,High School,tech-support,0,0,Single Vehicle Collision,Minor Damage,Other,16,NO,2,2,NO,6930,13860,55440,Y,2524
410,2010-08-29,100/300,2000,714.03,0,MD,protective-serv,0,-17000,Single Vehicle Collision,Minor Damage,Ambulance,0,YES,0,2,NO,9920,9920,39680,N,1632
448,2005-03-31,100/300,2000,1376.16,0,PhD,tech-support,38600,-50300,Multi-vehicle Collision,Major Damage,Police,10,NO,2,1,NO,5970,5970,35820,Y,3597
218,2013-12-25,100/300,500,914.22,0,JD,prof-specialty,37900,-72900,Multi-vehicle Collision,Total Loss,Police,14,NO,2,0,NO,15380,7690,61520,N,393
43,2014-03-11,500/1000,1000,1601.47,0,PhD,handlers-cleaners,64400,0,Multi-vehicle Collision,Total Loss,Other,1,YES,2,2,NO,6850,6850,47950,N,341
33,1997-08-04,500/1000,1000,1096.79,6000000,Associate,handlers-cleaners,45500,-60600,Single Vehicle Collision,Major Damage,Police,16,NO,2,1,NO,8140,8140,65120,N,6365
126,2007-11-14,100/300,2000,1078.22,0,Masters,transport-moving,54500,0,Multi-vehicle Collision,Major Damage,Fire,2,NO,0,1,YES,10620,5310,42480,N,2658
411,1992-07-30,250/500,1000,1595.28,0,College,protective-serv,0,0,Multi-vehicle Collision,Major Damage,Ambulance,23,NO,0,0,NO,3510,3510,31590,N,8195
225,2000-12-01,100/300,1000,1217.84,5000000,High School,farming-fishing,49600,0,Multi-vehicle Collision,Minor Damage,Fire,19,NO,2,2,NO,9600,9600,38400,N,5181
35,2002-09-10,100/300,2000,1117.42,0,PhD,protective-serv,0,-51900,Multi-vehicle Collision,Minor Damage,Fire,23,NO,2,2,NO,5910,11820,35460,N,4540
460,1997-11-07,100/300,2000,1567.37,0,JD,craft-repair,62500,0,Single Vehicle Collision,Major Damage,Other,10,NO,2,3,NO,5830,11660,40810,Y,6309
195,1993-05-18,500/1000,2000,1294.93,6000000,MD,tech-support,38000,-50300,Multi-vehicle Collision,Minor Damage,Ambulance,12,YES,1,2,NO,7180,0,57440,N,7942
360,1996-07-11,250/500,1000,1152.12,0,PhD,armed-forces,0,-62400,Multi-vehicle Collision,Total Loss,Ambulance,15,NO,2,0,YES,15080,15080,60320,N,6783
300,1995-12-17,100/300,1000,1441.21,0,PhD,farming-fishing,0,0,Vehicle Theft,Trivial Damage,,3,NO,1,0,NO,1180,1180,4720,N,6958
245,2002-07-16,500/1000,1000,1575.74,7000000,JD,exec-managerial,0,-68900,Parked Car,Minor Damage,Police,19,NO,2,2,NO,590,1180,4720,Y,4602
146,2013-04-12,500/1000,2000,1233.96,0,Masters,other-service,34500,-60600,Multi-vehicle Collision,Total Loss,Police,16,NO,1,1,NO,5590,5590,44720,N,664
67,1995-11-13,250/500,1000,1861.43,0,High School,adm-clerical,60400,-67800,Single Vehicle Collision,Major Damage,Other,16,NO,0,3,YES,6380,6380,51040,Y,7003
380,2004-11-04,100/300,1000,1570.86,0,MD,farming-fishing,66000,0,Single Vehicle Collision,Total Loss,Police,10,NO,0,1,YES,7270,7270,43620,Y,3714
389,1998-03-21,500/1000,2000,791.47,0,Masters,armed-forces,0,0,Vehicle Theft,Minor Damage,Police,6,NO,1,2,NO,630,1260,4410,Y,6130
317,1999-07-22,250/500,1000,1012.78,0,MD,sales,43700,0,Single Vehicle Collision,Major Damage,Fire,18,NO,2,1,NO,19020,19020,66570,Y,5667
264,2010-02-28,100/300,500,1047.06,6000000,College,exec-managerial,0,0,Multi-vehicle Collision,Major Damage,Fire,20,NO,0,2,NO,12700,6350,50800,N,1811
20,2005-01-30,250/500,1000,1390.29,0,Masters,priv-house-serv,0,-41200,Single Vehicle Collision,Minor Damage,Fire,14,NO,0,0,NO,12580,6290,44030,N,3636
116,2001-11-29,500/1000,500,951.46,0,JD,handlers-cleaners,0,-35500,Multi-vehicle Collision,Major Damage,Other,8,NO,0,3,NO,6630,6630,46410,Y,4811
222,2012-12-24,100/300,1000,1226.78,0,JD,armed-forces,49600,-49200,Multi-vehicle Collision,Minor Damage,Other,17,YES,2,0,NO,16300,8150,57050,N,759
